specimenID,platform,libraryPrep,libraryPreparationMethod,isStranded,readStrandOrigin,runType,readLength,assay,RIN,rnaBatch,libraryBatch,sequencingBatch,libraryType,sampleBarcode,totalReads,validBarcodeReads,numberCells,medianGenes,medianUMIs,libraryID,referenceSet,libraryVersion,DV200
R4739508.131,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101257,,,
R4739508.132,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124290,,,
R4739508.133,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101179,,,
R4739508.134,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101236,,,
R4739508.135,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101201,,,
R4739508.136,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124307,,,
R4739508.137,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101173,,,
R4739508.138,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101226,,,
R4739508.139,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124375,,,
R4739508.14,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101250,,,
R4739508.140,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101225,,,
R4739508.141,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124325,,,
R4739508.142,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124341,,,
R4739508.143,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101211,,,
R4739508.144,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124367,,,
R4739508.145,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124331,,,
R4739508.146,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101203,,,
R4739508.147,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101259,,,
R4739508.148,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101231,,,
R4739508.149,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101222,,,
R4739508.15,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124362,,,
R4739508.150,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124317,,,
R4739508.151,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101172,,,
R4739508.152,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124311,,,
R4739508.153,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101235,,,
R4739508.154,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101217,,,
R4739508.155,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101238,,,
R4739508.156,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101180,,,
R4739508.157,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124342,,,
R4739508.158,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101197,,,
R4739508.159,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101219,,,
R4739508.16,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101209,,,
R4739508.160,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124338,,,
R4739508.161,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101248,,,
R4739508.162,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124383,,,
R4739508.163,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124299,,,
R4739508.17,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101254,,,
R4739508.18,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101240,,,
R4739508.19,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101183,,,
R4739508.2,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124320,,,
R4739508.20,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124308,,,
R4739508.21,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124349,,,
R4739508.22,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124372,,,
R4739508.23,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124347,,,
R4739508.24,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101177,,,
R4739508.25,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101261,,,
R4739508.26,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101185,,,
R4739508.27,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124335,,,
R4739508.28,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124312,,,
R4739508.29,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101200,,,
R4739508.3,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124314,,,
R4739508.30,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124298,,,
R4739508.31,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101243,,,
R4739508.32,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101215,,,
R4739508.33,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101206,,,
R4739508.34,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124336,,,
R4739508.35,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124295,,,
R4739508.36,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124376,,,
R4739508.37,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124377,,,
R4739508.38,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101207,,,
R4739508.39,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124369,,,
R4739508.4,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124324,,,
R4739508.40,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101214,,,
R4739508.41,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124309,,,
R4739508.42,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124339,,,
R4739508.43,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124359,,,
R4739508.44,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124350,,,
R4739508.45,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124358,,,
R4739508.46,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124363,,,
R4739508.47,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124292,,,
R4739508.48,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101242,,,
R4739508.49,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101186,,,
R4739508.5,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124356,,,
R4739508.50,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101178,,,
R4739508.51,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101208,,,
R4739508.52,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101196,,,
R4739508.53,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101244,,,
R4739508.54,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124318,,,
R4739508.55,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124305,,,
R4739508.56,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101184,,,
R4739508.57,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124365,,,
R4739508.58,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101199,,,
R4739508.59,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124315,,,
R4739508.6,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101171,,,
R4739508.60,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101181,,,
R4739508.61,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101195,,,
R4739508.62,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101241,,,
R4739508.63,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101175,,,
R4739508.64,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124291,,,
R4739508.65,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101260,,,
R4739508.66,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101187,,,
R4739508.67,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124333,,,
R4739508.68,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101252,,,
R4739508.69,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124360,,,
R4739508.7,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124294,,,
R4739508.70,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124304,,,
R4739508.71,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124379,,,
R4739508.72,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101213,,,
R4739508.73,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101210,,,
R4739508.74,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101212,,,
R4739508.75,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101192,,,
R4739508.76,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101255,,,
R4739508.77,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124329,,,
R4739508.78,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124378,,,
R4739508.79,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101227,,,
R4739508.8,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124373,,,
R4739508.80,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101249,,,
R4739508.81,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124354,,,
R4739508.82,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101258,,,
R4739508.83,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124296,,,
R4739508.84,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124301,,,
R4739508.85,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101170,,,
R4739508.86,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124323,,,
R4739508.87,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101188,,,
R4739508.88,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101223,,,
R4739508.89,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101189,,,
R4739508.9,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124345,,,
R4739508.90,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101232,,,
R4739508.91,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101237,,,
R4739508.92,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124368,,,
R4739508.93,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101216,,,
R4739508.94,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124366,,,
R4739508.95,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124321,,,
R4739508.96,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124293,,,
R4739508.97,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101221,,,
R4739508.98,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124344,,,
R4739508.99,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101198,,,
R5196723,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155230,,,
R5196723.1,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155184,,,
R5196723.10,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155197,,,
R5196723.11,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155231,,,
R5196723.12,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155156,,,
R5196723.13,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155193,,,
R5196723.14,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155205,,,
R5196723.15,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155185,,,
R5196723.16,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155171,,,
R5196723.17,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155244,,,
R5196723.18,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155160,,,
R5196723.19,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155241,,,
R5196723.2,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155220,,,
R5196723.20,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155166,,,
R5196723.21,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155238,,,
R5196723.22,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155210,,,
R5196723.23,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155157,,,
R5196723.24,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155161,,,
R5196723.25,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155206,,,
R5196723.26,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155219,,,
R5196723.27,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155176,,,
R5196723.28,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155169,,,
R5196723.29,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155179,,,
R5196723.3,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155163,,,
R5196723.30,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155187,,,
R5196723.31,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155189,,,
R5196723.32,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155217,,,
R5196723.33,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155237,,,
R5196723.34,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155165,,,
R5196723.35,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155204,,,
R5196723.36,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155190,,,
R5196723.37,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155180,,,
R5196723.38,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155218,,,
R5196723.39,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155232,,,
R5196723.4,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155235,,,
R5196723.40,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155203,,,
R5196723.41,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155200,,,
R5196723.42,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155173,,,
R5196723.43,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155186,,,
R5196723.44,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155162,,,
R5196723.45,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155170,,,
R5196723.46,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155226,,,
R5196723.47,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155223,,,
R5196723.48,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155154,,,
R5196723.49,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155225,,,
R5196723.5,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155198,,,
R5196723.50,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155191,,,
R5196723.51,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155172,,,
R5196723.52,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155164,,,
R5196723.53,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155167,,,
R5196723.54,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155194,,,
R5196723.55,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155196,,,
R5196723.56,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155228,,,
R5196723.57,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155168,,,
R5196723.58,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155224,,,
R5196723.59,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155240,,,
R5196723.6,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155201,,,
R5196723.60,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155175,,,
R5196723.61,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155209,,,
R5196723.62,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155155,,,
R5196723.63,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155234,,,
R5196723.64,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155202,,,
R5196723.65,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155181,,,
R5196723.66,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155239,,,
R5196723.67,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155242,,,
R5196723.68,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155158,,,
R5196723.69,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155243,,,
R5196723.7,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155192,,,
R5196723.70,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155188,,,
R5196723.71,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155183,,,
R5196723.72,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155236,,,
R5196723.73,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155211,,,
R5196723.74,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155177,,,
R5196723.75,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155215,,,
R5196723.76,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155212,,,
R5196723.77,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155174,,,
R5196723.78,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155207,,,
R5196723.79,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155221,,,
R5196723.8,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155182,,,
R5196723.80,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155178,,,
R5196723.81,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155216,,,
R5196723.82,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155199,,,
R5196723.83,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155213,,,
R5196723.84,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155222,,,
R5196723.85,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155214,,,
R5196723.86,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155208,,,
R5196723.87,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155247,,,
R5196723.88,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155248,,,
R5196723.89,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155229,,,
R5196723.9,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155195,,,
R5196723.90,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155245,,,
R5196723.91,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155227,,,
R5196723.92,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155159,,,
R5885245,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155746,,,
R5885245.1,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155778,,,
R5885245.10,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-155758,,,
