ENSEMBL	SYMBOL	lower_bound	logFC	upper_bound	pvalue	QE	QEp	SE	tau2	I2	H2	p.adjust.fdr	p.adjust.BY	logFDR	n.studies	infl.same.sign.logFC	infl.nstudies	sensi.global	sensi.specific
ENSG00000169306	IL1RAPL1	-0.403869916961115	-0.264306362468755	-0.124742807976395	0.00020579668864484	13.1405364060223	0.00140142149626282	0.0712072035982393	0.0122926826605924	84.7799211675758	6.57026820301117	0.0143893044700472	0.145661785452675	1.84196019787165	3	3	Study43,GSE163577	0.791763036792837	syn52293442_hc
ENSG00000070882	OSBPL3	0.0180992056564865	0.0383981159467796	0.0586970262370727	0.000209286337081751	1.04046003278876	0.59438381422347	0.0103567771910139	0	0	1	0.0145604981977672	0.147394765951482	1.83682376507521	3	3	GSE163577	0.5114876139602	GSE163577
ENSG00000247498	GPRC5D-AS1	0.0295033428567615	0.0628117093601721	0.0961200758635826	0.000218997978396574	1.15008050253894	0.283532298254966	0.0169943768182185	0.000119341683353455	13.0495649832873	1.15008050253894	0.0151607313361272	0.153470878303082	1.81927984833565	2	2	GSE163577	0.652711682847404	GSE163577
ENSG00000179455	MKRN3	-0.467156224645463	-0.305091055842357	-0.143025887039251	0.000224542468037793	2.69466358348326	0.259932891280716	0.0826878300221105	0.00681422354447835	25.7792322478082	1.34733179174163	0.015467989522367	0.156581228500745	1.8105661307792	3	2	GSE163577	0.538362945934739	Study43,GSE163577
ENSG00000140848	CPNE2	-0.274418112366251	-0.179139034051516	-0.0838599557367808	0.000228677654170977	0.132799033503995	0.935756939028949	0.0486126679195558	0	0	1	0.0156756289996419	0.158683146425498	1.80477502366516	3	3	GSE163577	0.47702242269307	GSE163577
ENSG00000106367	AP1S1	0.0138723885061205	0.0298028495746593	0.0457333106431982	0.000245683268519442	2.02448343123653	0.363403418665895	0.00812793561218283	5.87121386605868e-06	1.20936683693055	1.01224171561826	0.0167591942779311	0.169651991613164	1.77574686452793	3	3	non	0.895384119065684	GSE163577
ENSG00000183309	ZNF623	0.0275667978409604	0.0596002204326467	0.0916336430243329	0.000265694156180039	0.292667869625775	0.588515947237507	0.0163438832776325	0	0	1	0.0180362479612702	0.182579504546211	1.74385380266957	2	2	GSE163577	0.516698391280717	GSE163577
ENSG00000074071	MRPS34	0.030586124972035	0.066166972849203	0.101747820726371	0.000267605394893706	0.486432960054943	0.784101753028278	0.0181538273957201	0	0	1	0.0180782311217081	0.183004496742398	1.74284406565619	3	3	GSE163577	0.50881464041362	GSE163577
ENSG00000101336	HCK	0.0142544694198563	0.0310167258738308	0.0477789823278054	0.000287067141397282	1.67558982071714	0.4326635341833	0.00855232881123996	0	0	1	0.0192074014607636	0.194434998335397	1.71653138618394	3	3	GSE163577	0.525975035501059	GSE163577
ENSG00000198818	SFT2D1	-0.18888599617737	-0.122623559743006	-0.0563611233086413	0.00028666790353159	1.22290777738331	0.542561471377595	0.0338079867574273	0	0	1	0.0192074014607636	0.194434998335397	1.71653138618394	3	2	GSE163577	0.522007564256143	GSE163577
ENSG00000204381	LAYN	-0.111959421815339	-0.0726408104596943	-0.0333221991040501	0.000293446878556743	1.44074490757822	0.486570996995271	0.0200608846212402	0	0	1	0.0195407673797023	0.197809635036064	1.70905838523207	3	3	Study43,GSE163577	0.289804578165755	Study43,GSE163577
ENSG00000121310	ECHDC2	0.0224381514891825	0.0490975868232956	0.0757570221574087	0.000306687090081458	0.293423664146935	0.863542786899514	0.0136020026614771	0	0	1	0.0202073363957075	0.204557260204524	1.69449092868574	3	3	GSE163577	0.524700055008322	GSE163577
ENSG00000171109	MFN1	-0.237163636572274	-0.153725515251572	-0.0702873939308689	0.000304998683024404	0.418380033156935	0.811241071744262	0.0425712523183344	0	0	1	0.0202073363957075	0.204557260204524	1.69449092868574	3	3	GSE163577	0.54138317138658	GSE163577
ENSG00000261617	LINC02177	-0.122032696762806	-0.0790813271992664	-0.0361299576357264	0.000307791951679469	0.0118541242714424	0.913300329473561	0.0219143667446621	0	0	1	0.0202073363957075	0.204557260204524	1.69449092868574	2	2	non	0.550159095991668	GSE163577
ENSG00000099308	MAST3	-0.24452415783809	-0.158189791316255	-0.0718554247944199	0.000329125023264837	0.268237313446703	0.874486294768608	0.0440489555945056	0	0	1	0.0215069360996985	0.217713004712618	1.66742145524579	3	3	GSE163577	0.6226973752546	all.p.values < 0.05
ENSG00000132640	BTBD3	-0.418542499444685	-0.270591668265808	-0.122640837086931	0.000337548215016667	0.70317391084425	0.703570668017553	0.0754865050306507	0	0	1	0.0219547639013631	0.222246329954404	1.65847122888009	3	2	non	0.863757335631971	all.p.values < 0.05
ENSG00000162669	HFM1	0.0401550667122367	0.0886875026588633	0.13721993860549	0.000341481869142935	1.73686093910125	0.419609622759111	0.0247619019173027	0	0	1	0.0220100411907545	0.222805897561337	1.65737914468424	3	3	GSE163577	0.435004973478118	all.p.values < 0.05
ENSG00000215301	DDX3X	-0.179747670584601	-0.116173312618668	-0.0525989546527348	0.000341545976715798	1.45161789236963	0.483932934869901	0.0324364929495642	0	0	1	0.0220100411907545	0.222805897561337	1.65737914468424	3	3	Study43,GSE163577	0.843882968609683	all.p.values < 0.05
ENSG00000110921	MVK	-0.160516565974648	-0.103716982492561	-0.0469173990104739	0.000345008106713151	2.13391654740331	0.344053443831124	0.0289799118402761	0.000281761716455611	6.275622519834	1.06695827370165	0.0221311622214528	0.224031996128095	1.65499577843108	3	3	Study43,GSE163577	0.496124579237142	all.p.values < 0.05
ENSG00000118816	CCNI	0.0693214238331905	0.153608365195719	0.237895306558248	0.000354363204040458	0.508934447276907	0.775329465153177	0.0430043317261815	0	0	1	0.022627465960282	0.229056039428812	1.64536407976544	3	3	non	0.58726502138637	all.p.values < 0.05
ENSG00000079459	FDFT1	-0.312107984167174	-0.201155761733467	-0.0902035392997607	0.000380280261120064	0.760567612045103	0.383150948278943	0.0566093169613746	0	0	1	0.0241719962341045	0.244691196627619	1.61668748208483	2	2	GSE163577	0.542214440303695	GSE163577
ENSG00000104763	ASAH1	-0.139525911317787	-0.0898848508949427	-0.0402437904720986	0.000386846588369788	0.873940025575029	0.64599080258364	0.0253275370437449	0	0	1	0.0244781117274349	0.247789979435784	1.61122208726116	3	2	GSE163577	0.552956354610693	GSE163577
ENSG00000149541	B3GAT3	0.0478482960402705	0.107075096202215	0.16630189636416	0.000395026137340695	0.0539571881401246	0.973382077449882	0.0302183104532114	0	0	1	0.0248515258717188	0.251570021138488	1.60464694063998	3	3	non	0.812618213998804	GSE163577
ENSG00000215374	FAM66B	0.0436900685773827	0.0977988638273746	0.151907659077366	0.000396302221781557	0.487830782119981	0.484896541779546	0.0276070354745266	0	0	1	0.0248515258717188	0.251570021138488	1.60464694063998	2	2	GSE163577	0.569514675100368	GSE163577
ENSG00000186976	EFCAB6	0.0187305607520993	0.0419942014809296	0.0652578422097599	0.000403146327870847	0.382689940094736	0.825847646304154	0.0118694225569097	0	0	1	0.0251678493256515	0.254772138320475	1.59915389473803	3	2	non	0.532362165530357	GSE163577
ENSG00000119943	PYROXD2	0.0241321262466908	0.0541500641406396	0.0841680020345884	0.000406811534278127	0.746455225603736	0.688508501658448	0.0153155558626212	0	0	1	0.0252265523135343	0.255366384000954	1.59814209999851	3	3	non	0.498934978395714	GSE163577
ENSG00000165948	IFI27L1	0.021670821584458	0.0486369487040054	0.0756030758235529	0.000407694566852027	0.0166491202321841	0.897332747564388	0.013758480937534	0	0	1	0.0252265523135343	0.255366384000954	1.59814209999851	2	2	GSE163577	0.5152127418639	GSE163577
ENSG00000148411	NACC2	0.0683526542174931	0.15392006491953	0.239487475621567	0.000422500003787366	1.40927147797347	0.494288591530709	0.0436576444143778	0	0	1	0.0260274892200993	0.263474204645659	1.58456772472399	3	3	GSE163577	0.297854753341318	GSE163577
ENSG00000161048	NAPEPLD	0.0855334674550344	0.192723866316558	0.299914265178081	0.000425190953617718	0.476790036608999	0.489879907075848	0.0546899839522702	0	0	1	0.0260783784885534	0.263989352665415	1.58371941582994	2	2	GSE163577	0.51285563337876	GSE163577
ENSG00000075413	MARK3	0.157009033402799	0.354289287789161	0.551569542175523	0.000431812863119496	2.92123007601911	0.23209348450881	0.100655040573441	0.010854935017584	31.5356905155007	1.46061503800956	0.0262421465187931	0.265647163418842	1.58100064402428	3	2	Study43,GSE163577	0.44673648610199	Study43,GSE163577
ENSG00000086619	ERO1B	0.0372804216135718	0.084097959274635	0.130915496935698	0.000430462436062061	1.30798521127665	0.51996560925682	0.0238869377347513	0	0	1	0.0262421465187931	0.265647163418842	1.58100064402428	3	2	GSE163577	0.476086248864996	GSE163577
ENSG00000170959	DCDC1	0.0273279428565068	0.0616878880158632	0.0960478331752196	0.000433490835657981	1.02875878046713	0.597871524412128	0.0175309063994968	0	0	1	0.0262421465187931	0.265647163418842	1.58100064402428	3	3	GSE163577	0.534635459025609	GSE163577
ENSG00000154237	LRRK1	0.0129186538014092	0.029204021542408	0.0454893892834069	0.000440185025982173	0.677597718129835	0.71262577288889	0.00830901377242424	0	0	1	0.0265325319109255	0.268586711662847	1.57622130476789	3	3	GSE163577	0.488522201410456	GSE163577
ENSG00000163576	EFHB	-0.0798862826806666	-0.051278921231499	-0.0226715597823313	0.000442659238273137	0.457061692254532	0.795701752508408	0.0145958607784729	0	0	1	0.0265671535966161	0.268937184235275	1.57565497338432	3	3	GSE163577	0.493585065889303	GSE163577
ENSG00000068745	IP6K2	0.067635757002566	0.153685375995129	0.239734994987692	0.000464363751537853	1.30407205414712	0.520983958737821	0.043903673573245	0	0	1	0.0276202170804904	0.279597262182437	1.55877291241602	3	2	GSE163577	0.627430997679379	GSE163577
ENSG00000132837	DMGDH	0.0234049254685522	0.0532014320245339	0.0829979385805157	0.000466130665832075	1.21064914028403	0.545897215945709	0.0152025786142056	0	0	1	0.0276202170804904	0.279597262182437	1.55877291241602	3	3	Study43,GSE163577	0.324597846892966	Study43,GSE163577
ENSG00000136819	C9orf78	0.0244078925657125	0.055449897688678	0.0864919028116435	0.00046341822315853	0.505896299477198	0.776508142930145	0.015838048743661	0	0	1	0.0276202170804904	0.279597262182437	1.55877291241602	3	3	GSE163577	0.500983178302291	GSE163577
ENSG00000198783	ZNF830	0.00834280970390431	0.0189965909786277	0.029650372253351	0.000474450587015779	0.118217401025326	0.942604302017218	0.00543570257349574	0	0	1	0.027994586535142	0.283386974416062	1.55292594241555	3	3	GSE163577	0.439886532607648	GSE163577
ENSG00000113140	SPARC	-0.127167030772807	-0.0813999617428722	-0.0356328927129373	0.000490421531579147	0.695834163713123	0.706157427049714	0.0233509745030724	0	0	1	0.0288153558722806	0.291695557179134	1.54037601247293	3	3	GSE163577	0.564825785023734	GSE163577
ENSG00000182600	SNORC	0.0400539404106136	0.0917155866487002	0.143377232886787	0.000502257889602858	0.321454575527982	0.570734806865066	0.0263584671175527	0	0	1	0.0293873402853823	0.297485709930222	1.53183971816868	2	2	GSE163577	0.517867648202998	GSE163577
ENSG00000164037	SLC9B1	-0.1578860582068	-0.100977099068212	-0.0440681399296235	0.000505762448390704	1.48697178873004	0.475453642261275	0.029035716772083	0	0	1	0.0294690919928983	0.298313275967579	1.53063324550566	3	3	GSE163577	0.433750166671052	GSE163577
ENSG00000090054	SPTLC1	-0.146816425414886	-0.0938603657382952	-0.0409043060617039	0.000512992573507133	0.204988863959796	0.902583175340198	0.0270188942727019	0	0	1	0.0297663408627542	0.301322302651052	1.52627454932325	3	2	GSE163577	0.496042181787032	GSE163577
ENSG00000095203	EPB41L4B	-0.418949212532176	-0.267594259111602	-0.116239305691027	0.000529838260305823	11.5734769682769	0.00306797211611378	0.0772233340073815	0.0134267579698704	82.7191084798282	5.78673848413845	0.0304176279724544	0.307915230296632	1.51687465611602	3	3	Study43,GSE163577	0.985965667200423	all.p.values < 0.05
ENSG00000160218	TRAPPC10	-0.285215302194756	-0.182166063171175	-0.0791168241475947	0.000530742364507929	1.701862787693	0.427017025643715	0.052577108475676	0	0	1	0.0304176279724544	0.307915230296632	1.51687465611602	3	3	GSE163577	0.628297737487669	GSE163577
ENSG00000238217	LINC01877	0.0259094741776436	0.0596268672295812	0.0933442602815187	0.000528145117852673	0.0355339864294937	0.850481105287958	0.0172030676675164	0	0	1	0.0304176279724544	0.307915230296632	1.51687465611602	2	2	GSE163577	0.505879589545991	GSE163577
ENSG00000105379	ETFB	0.0218024233923388	0.0505144958503285	0.0792265683083182	0.00056421779778895	0.173043393484792	0.91711565014683	0.0146492857442621	0	0	1	0.0322041701399211	0.326000254659095	1.49208788757457	3	3	GSE163577	0.46027503974354	GSE163577
ENSG00000198160	MIER1	-0.199366649723132	-0.127030107402244	-0.0546935650813559	0.000577664693069408	1.5378919682541	0.463501348717057	0.0369070773195167	0	0	1	0.0328376547474903	0.332412968990589	1.48362786758775	3	1	GSE163577	0.451403473516623	GSE163577
ENSG00000008311	AASS	-0.258358722350052	-0.164363302962224	-0.0703678835743958	0.000609719011135524	1.55447377294447	0.459674390687399	0.0479577278609465	0	0	1	0.0338182881405825	0.342339842885687	1.47084837988183	3	2	GSE163577	0.420828627242051	Study43,GSE163577
ENSG00000083896	YTHDC1	-0.348127671083235	-0.221559984969275	-0.0949922988553158	0.000601433118994534	0.546719116404599	0.45966136878986	0.0645765366671578	0	0	1	0.0338182881405825	0.342339842885687	1.47084837988183	2	2	GSE163577	0.59580375509928	GSE163577
ENSG00000105404	RABAC1	0.0433370983045275	0.101214388784066	0.159091679263604	0.000609083211818616	0.526405186450034	0.76858617118604	0.0295297724529977	0	0	1	0.0338182881405825	0.342339842885687	1.47084837988183	3	2	non	0.571456664355217	GSE163577
ENSG00000135926	TMBIM1	-0.0812947184213863	-0.051736375361609	-0.0221780323018317	0.000602354547011984	0.459855419922547	0.794591041444335	0.0150810643934938	0	0	1	0.0338182881405825	0.342339842885687	1.47084837988183	3	2	GSE163577	0.696744513625618	GSE163577
ENSG00000136810	TXN	-0.0627084089589805	-0.0398869737172157	-0.0170655384754509	0.000613450651528462	0.731678009066554	0.69361446100503	0.011643803366683	0	0	1	0.0338182881405825	0.342339842885687	1.47084837988183	3	2	GSE163577	0.546099713418224	GSE163577
ENSG00000171824	EXOSC10	0.0306847054354187	0.0717085948291539	0.112732484222889	0.000612627343736916	0.764919112474572	0.68218148040446	0.0209309404240723	0	0	1	0.0338182881405825	0.342339842885687	1.47084837988183	3	3	GSE163577	0.462242104741831	GSE163577
ENSG00000185236	RAB11B	0.0585393920373713	0.136537143533574	0.214534895029776	0.000601428859635694	2.09996224344038	0.349944355396256	0.0397955024232275	0.000397945087315244	4.76019241548896	1.04998112172019	0.0338182881405825	0.342339842885687	1.47084837988183	3	3	GSE163577	0.528842247162668	GSE163577
ENSG00000205560	CPT1B	0.0138587216537042	0.0323962824273449	0.0509338432009856	0.000614262384704516	0.150018344493217	0.698517828267686	0.0094581129652701	0	0	1	0.0338182881405825	0.342339842885687	1.47084837988183	2	2	GSE163577	0.511006183571729	GSE163577
ENSG00000154743	TSEN2	0.0425761570894673	0.0996861250048263	0.156796092920185	0.000623591456293786	1.56359682510652	0.457582349044275	0.0291382741549514	0	0	1	0.034197266371813	0.346176209398303	1.46600860877096	3	2	GSE163577	0.423987868112099	Study43,GSE163577
ENSG00000152253	SPC25	-0.0863011288922054	-0.0548386521586162	-0.023376175425027	0.0006350403459809	0.816152766424502	0.36630741310598	0.016052579017656	0	0	1	0.0345541019385094	0.349788427477795	1.46150038986671	2	2	GSE163577	0.746708750412779	GSE163577
ENSG00000154945	ANKRD40	-0.118629517450755	-0.0753855568884849	-0.0321415963262153	0.000633778919939327	1.41746215818591	0.492268451042398	0.022063650609589	0	0	1	0.0345541019385094	0.349788427477795	1.46150038986671	3	2	GSE163577	0.5772837179304	GSE163577
ENSG00000136436	CALCOCO2	-0.266551255020939	-0.169332231438743	-0.0721132078565466	0.000640665539775994	2.35184479550698	0.308534257088851	0.0496024541007118	0.00150412002783084	14.9603747738434	1.17592239775349	0.0347250655357655	0.351519078384208	1.45935692595624	3	3	non	0.651857793458938	GSE163577
ENSG00000170144	HNRNPA3	-0.19892290448108	-0.12629097790283	-0.0536590513245809	0.000654535669298101	1.18368339920358	0.553307319917647	0.0370577863425863	0	0	1	0.0353398718126048	0.357742713458324	1.45173503013144	3	3	GSE163577	0.475257502363249	GSE163577
ENSG00000185798	WDR53	0.0115723489157009	0.0273017499385226	0.0430311509613443	0.000669098225570033	0.366642525453411	0.832500661338956	0.00802535207120807	0	0	1	0.0359871907168128	0.36429547127511	1.44385205453647	3	3	GSE163577	0.463978572483326	GSE163577
ENSG00000114757	PEX5L	0.157372240949772	0.371493847351538	0.585615453753304	0.000672695857256637	5.82553826079218	0.0543250881393175	0.109247725004505	0.0213962613744993	65.6684084720434	2.91276913039609	0.0360072350102303	0.364498378064205	1.44361022675156	3	3	Study43,GSE163577,syn52293442_hc	0.426109181761613	GSE163577,syn52293442_hc
ENSG00000197170	PSMD12	-0.128883339262449	-0.0817521883961063	-0.0346210375297636	0.000674620678824395	1.89539622794047	0.387632282608485	0.0240469474123541	0	0	1	0.0360072350102303	0.364498378064205	1.44361022675156	3	2	non	0.957517206006477	GSE163577
ENSG00000172687	ZNF738	-0.0697623521337218	-0.044203066779267	-0.0186437814248123	0.000699880298887881	1.46543457109874	0.480601283266383	0.0130406913372201	0	0	1	0.0372134072229967	0.376708363504479	1.429300564582	3	2	GSE163577,syn52293442_hc	0.348183686645574	GSE163577,syn52293442_hc
ENSG00000166169	POLL	0.0296313104074018	0.0704357454472428	0.111240180487084	0.000716339072337785	2.10160082925005	0.349657765885201	0.0208189718595347	0.000141776015987207	4.83444942712089	1.05080041462502	0.0379442635892863	0.384106764410152	1.42085387141082	3	2	GSE163577	0.47091362604936	GSE163577,syn52293442_hc
ENSG00000042753	AP2S1	0.0248159211342859	0.0592117006567386	0.0936074801791913	0.000740730961895595	0.747874609049458	0.688020046220594	0.0175491895737688	0	0	1	0.0390507744782364	0.395307886190764	1.40837034851423	3	3	GSE163577	0.49222866187957	GSE163577
ENSG00000159202	UBE2Z	0.046216741812083	0.110309880313165	0.174403018814246	0.000742813644966452	1.38644149264658	0.499963218471275	0.0327011817597875	0	0	1	0.0390507744782364	0.395307886190764	1.40837034851423	3	2	GSE163577	0.384169639760932	Study43,GSE163577
ENSG00000110799	VWF	-0.16037250521138	-0.101406085228099	-0.0424396652448184	0.000750044025644386	2.29567692476759	0.317321931902253	0.0300854609821406	0.000380618091711842	12.8797271766594	1.14783846238379	0.039283204698918	0.397660758840593	1.40579308997154	3	3	GSE163577	0.726573237314275	GSE163577
ENSG00000033011	ALG1	0.0176077828732373	0.0421231434372719	0.0666385040013066	0.000758040341264668	0.417490959107166	0.811601778604597	0.0125080668611305	0	0	1	0.0395538661650937	0.400400643349845	1.40281106027997	3	2	GSE163577	0.511557723460588	GSE163577
ENSG00000127884	ECHS1	0.0308773710197361	0.0739794463686354	0.117081521717535	0.000768107655460836	2.09339542128751	0.351095254973142	0.0219912588643888	0.000116782522411377	4.46143238576841	1.04669771064376	0.0398646682434737	0.403546868085966	1.3994118457843	3	2	Study43,GSE163577	0.305695556149127	Study43,GSE163577
ENSG00000196502	SULT1A1	0.0122038093015517	0.0292461764891391	0.0462885436767264	0.000769698256989267	0.627336081532351	0.730761570951239	0.00869524507695824	0	0	1	0.0398646682434737	0.403546868085966	1.3994118457843	3	3	GSE163577	0.445794795257001	GSE163577
ENSG00000243701	DUBR	-0.421543323919969	-0.26627206119744	-0.111000798474912	0.000776301624522095	0.112691098362709	0.737100915607179	0.0792214877147174	0	0	1	0.0400583096579962	0.405507084734077	1.39730738059644	2	2	GSE163577	0.652526655168216	GSE163577
ENSG00000153933	DGKE	-0.14497925853332	-0.0915197719011807	-0.0380602852690415	0.000792637273757753	0.883881310171883	0.642787780509255	0.0272757494800011	0	0	1	0.0407508810155457	0.412517929539261	1.38986299757299	3	3	GSE163577	0.790320080845437	GSE163577
ENSG00000064933	PMS1	0.0495683935810008	0.119295370512186	0.189022347443372	0.000798575863074549	0.186967050551234	0.910753021707617	0.0355756419409657	0	0	1	0.0409058053818113	0.414086216585195	1.38821505222813	3	3	GSE163577	0.503797779245735	GSE163577
ENSG00000186020	ZNF529	-0.133582281681206	-0.0842934966229374	-0.0350047115646686	0.000802523052840091	0.544033969777889	0.761841321189713	0.0251478014121955	0	0	1	0.0409579648573571	0.41461422281038	1.38766163096724	3	2	GSE163577	0.454115494693858	GSE163577
ENSG00000242485	MRPL20	0.0198194863450271	0.0477598928897964	0.0757002994345657	0.000807352851731536	0.135543118747675	0.9344739210039	0.014255571411087	0	0	1	0.0410546264676865	0.415592720608841	1.38663789491065	3	3	GSE163577	0.461233017209965	GSE163577
ENSG00000104824	HNRNPL	0.0740176072699745	0.17859812198526	0.283178636700546	0.00081649223103269	0.611328498050949	0.434288045207361	0.0533583859398457	0	0	1	0.0413689397056563	0.418774488534413	1.3833256100178	2	1	GSE163577	0.518745815751238	GSE163577
ENSG00000174600	CMKLR1	0.00578728729136498	0.0140102993129656	0.0222333113345661	0.000839685534956194	1.60228678554131	0.448815498230536	0.00419549138987382	0	0	1	0.0423904784145394	0.429115443690006	1.37273168200168	3	3	GSE163577	0.5535710996505	GSE163577
ENSG00000112425	EPM2A	-0.208395921856231	-0.13127944518096	-0.0541629685056889	0.000848251525036836	1.044333486334	0.593233769198223	0.0393458641503396	0	0	1	0.04266888246804	0.431933705795348	1.36988873150955	3	2	non	0.632296455267816	GSE163577
ENSG00000167925	GHDC	0.0285883631078884	0.0693255315648662	0.110062700021844	0.000851708163931352	0.209583406256859	0.647094121979014	0.0207846515437566	0	0	1	0.0426892005893048	0.432139384521977	1.36968197784783	2	2	GSE163577	0.517447399455853	GSE163577
ENSG00000196712	NF1	-0.323436377587489	-0.203669613609626	-0.0839028496317631	0.000859085403870698	1.30040120854477	0.521941062651216	0.0611066146738245	0	0	1	0.042905179599028	0.434325722870857	1.36749027575256	3	2	GSE163577	0.506904547247811	GSE163577
ENSG00000131844	MCCC2	-0.238754253831332	-0.15027095783794	-0.0617876618445487	0.000872830752930159	0.502759061475868	0.47829031671532	0.0451453683288758	0	0	1	0.0434365311351436	0.439704552237817	1.36214486502647	2	2	GSE163577	0.560103656329517	GSE163577
ENSG00000066654	THUMPD1	-0.171745411493381	-0.108000929999619	-0.0442564485058578	0.000897837554973064	1.8425674824116	0.398007774007698	0.0325232922628017	0	0	1	0.0445225544990898	0.450698280431214	1.35141992580562	3	2	GSE163577,syn52293442_hc	0.401757469332167	GSE163577,syn52293442_hc
ENSG00000007908	SELE	-0.0396157359932927	-0.0248988689214453	-0.0101820018495979	0.000913212656904733	0.0121202813068136	0.91233629437297	0.00750874362382788	0	0	1	0.0451249674705152	0.456796459059675	1.34558309815844	2	2	non	0.987827906884086	all.p.values < 0.05
ENSG00000115137	DNAJC27	-0.134466328884501	-0.0844535569724652	-0.034440785060429	0.000934049625626388	0.0571663200952776	0.971821474065602	0.0255171892476242	0	0	1	0.0458941121674819	0.464582449693541	1.33824302725556	3	3	non	0.539649463794309	GSE163577
ENSG00000155111	CDK19	-1.00814341135561	-0.633151764451465	-0.258160117547322	0.000935341959935093	8.2348170629948	0.0162866661833314	0.191325784484832	0.0787919158015419	75.7128788083527	4.1174085314974	0.0458941121674819	0.464582449693541	1.33824302725556	3	3	syn52293442_hc	0.978473737428694	GSE163577
ENSG00000017483	SLC38A5	0.0101830454800291	0.025130329262825	0.0400776130456208	0.000983457831301689	0.0553912602886593	0.813934390003463	0.0076263053304541	0	0	1	0.0477523413643153	0.48339315615642	1.32100532949022	2	2	GSE163577	0.567629836531985	GSE163577
ENSG00000090060	PAPOLA	-0.346019555547352	-0.216999946890617	-0.0879803382338822	0.000979004763201397	1.01153273210883	0.603043246419639	0.0658275405438188	0	0	1	0.0477523413643153	0.48339315615642	1.32100532949022	3	3	non	0.957315819399552	all.p.values < 0.05
ENSG00000126790	L3HYPDH	-0.0944411436516651	-0.0592226140957101	-0.0240040845397551	0.000981323247610208	1.89147460731147	0.388393101653607	0.0179689677125469	0	0	1	0.0477523413643153	0.48339315615642	1.32100532949022	3	1	GSE163577	0.386090115861636	GSE163577,syn52293442_hc
ENSG00000167747	C19orf48	0.0140888307280119	0.0347865683862582	0.0554843060445045	0.000987373041070966	0.0256211739568253	0.872828961818427	0.0105602642811334	0	0	1	0.0477765557312678	0.483638276268462	1.32078516226344	2	2	GSE163577	0.514661395152492	GSE163577
ENSG00000189077	TMEM120A	0.0185241346524507	0.0458446147731683	0.0731650948938859	0.00100586727035388	0.334942270319604	0.84580103084809	0.0139392766072326	0	0	1	0.04850361347803	0.490998224050583	1.31422590562225	3	2	GSE163577	0.513645079729026	GSE163577
ENSG00000150510	FAM124A	-0.440619552501714	-0.275998087800146	-0.111376623098577	0.00101620617938274	0.115409661011234	0.943928525226468	0.0839920865893873	0	0	1	0.0488337704896503	0.494340377237517	1.31127974223991	3	3	non	0.674404317974443	all.p.values < 0.05
ENSG00000144741	SLC25A26	0.0578068040168221	0.14338424043282	0.228961676848818	0.00102380378084794	0.445099987172102	0.504671124560307	0.043662759668556	0	0	1	0.0490303838060877	0.496330678212498	1.30953470711659	2	2	GSE163577	0.547580141234182	GSE163577
ENSG00000156875	MFSD14A	-0.0471560443877443	-0.0295254062226133	-0.0118947680574823	0.00102970435682269	0.0113686994028708	0.915087195925857	0.00899538884601922	0	0	1	0.0490507579710289	0.496536924264809	1.30935427717105	2	2	non	0.531449331625464	GSE163577
ENSG00000163131	CTSS	0.0090422808531714	0.0224491842636756	0.0358560876741799	0.00103124448251448	1.00254460440565	0.6057594601217	0.0068403825357283	0	0	1	0.0490507579710289	0.496536924264809	1.30935427717105	3	3	GSE163577	0.48974901108118	GSE163577
ENSG00000102038	SMARCA1	-0.193160358687084	-0.120867941778963	-0.0485755248708407	0.00104944321198959	4.76193579835288	0.0924610412206323	0.0368845639401311	0.00232280887564868	58.0002737396883	2.38096789917644	0.0492463552901422	0.498516940379633	1.30762590599788	3	3	GSE163577	0.789036346148117	all.p.values < 0.05
ENSG00000134490	TMEM241	0.0252920079939569	0.0629020243719639	0.100512040749971	0.00104544719728439	0.636756381249264	0.727327667888842	0.0191891364712158	0	0	1	0.0492463552901422	0.498516940379633	1.30762590599788	3	3	GSE163577	0.512559467962608	GSE163577
ENSG00000141026	MED9	0.0252855153051256	0.0628989145615432	0.100512313817961	0.00104714052337366	1.98664757561792	0.370343699183084	0.019190862461304	0	0	1	0.0492463552901422	0.498516940379633	1.30762590599788	3	2	Study43,GSE163577	0.285251084883749	Study43,GSE163577
ENSG00000248869	LINC02511	0.0137644896675318	0.0342470061579062	0.0547295226482806	0.00104885676301214	0.0245351406222303	0.875530963691031	0.0104504555450702	0	0	1	0.0492463552901422	0.498516940379633	1.30762590599788	2	2	GSE163577	0.506344379945033	GSE163577
